bemerkung;foto-nachweis;pollenproben vorhanden;plot;nest-label;bearbeiterIn;collection-date;post;tube;nest-material;cavity-diameter;cavity-length;n-brood-cells;n-brood-cells-leer;position nestverschluss;Nestverschluss offen (o) / zu(z);Wespe (w) /biene (b) /spinne (s) /diptera (d);rlp/he_RL-status;de_RL_status;host-family;host-species;host-food-resource;n-food-resource;n-host-individuals;n-male;n-female;n-gefressen/geschluepft;tot in kokon;n-dead-brood-cells;n-unknown-mortality;n-attacked-brood-cells;n-enemy-individuals;rlp/he_RL-status2;de_RL_status2;enemy-family-1;enemy-species-1;enemy-type-1;n-attacked-brood-cells-1;n-enemy-individuals-1;rlp/he_RL-status3;de_RL_status3;enemy-family-2;enemy-species-2;enemy-type-2;n-attacked-brood-cells-2;n-enemy-individuals-2;mortality
;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-3;na;20.Sep.24;Ost;re;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-4;na;20.Sep.24;Ost;re;ton;11;110;6;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;1;4;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-7;na;20.Sep.24;Ost;re;ton;7;110;5;1;20;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;3;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-O-9;na;20.Sep.24;Ost;re;ton;5;98;4;na;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-10;na;20.Sep.24;Ost;re;ton;6;82;6;1;7;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;6;6;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-br-ost-2-li;he-wi-afs-br-ost-2-li-O-17;lh;07.10.2024;Ost;li;ton;9;95;4;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;2;1;1;6;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;6;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-W-2;na;20.Sep.24;Nord;li;ton;5;77;5;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;2;1;0;;2;0;2;6;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;2;6;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-20;na;20.Sep.24;Ost;re;ton;10;172;3;0;0;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;1;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-21;na;20.Sep.24;Ost;re;ton;5;94;3;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-23;na;20.Sep.24;Ost;re;ton;7;100;3;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;1;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-27;na;20.Sep.24;Ost;re;ton;5;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-ref-ost-li;rlp-kw-ref-ost-li-X-3;na;20.Sep.24;Ost;li;ton;6;114;5;1;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;3;2;1;6;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;6;;;;;;;;alife
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-6;na;20.Sep.24;Ost;re;ton;5;170;9;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;8;8;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-8;na;20.Sep.24;Ost;re;ton;7;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-1;na;20.Sep.24;Ost;li;ton;3;103;3;na;na;na;w;na;na;Crabronidae;trypoxylon spec;na;0;2;1;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-11;na;20.Sep.24;Ost;li;ton;7;142;7;0;20;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;5;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-ref-nord-li;he-wi-ref-nord-li-W-8;pb;07.10.2024;Nord;li;ton;9;155;8;0;5;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;7;3;4;0;;1;0;1;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;7;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-14;na;20.Sep.24;Ost;li;ton;6;87;1;1;na;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-15;na;20.Sep.24;Ost;li;ton;5;95;3;0;na;o;na;na;na;na;na;pollen;na;0;0;0;3;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-16;na;20.Sep.24;Ost;li;ton;7;58;2;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-O-68;pb;07.10.2024;Sued;li;ton;8;83;3;0;5;o;na;na;na;na;na;pollen;na;0;0;0;0;;3;0;3;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;3;7;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-2;na;20.Sep.24;Ost;li;ton;6;88;1;5;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-20;na;20.Sep.24;Ost;li;ton;8;70;2;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;1;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-21;na;20.Sep.24;Ost;li;ton;5;110;2;0;0;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;;2;1;1;1;na;na;chrysididae;chrysididae spec;parasit;1;1;;;;;;;;dead
Artbestimmung steht noch aus;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-24;na;20.Sep.24;Ost;li;ton;5;108;3;na;15;na;w;na;na;Crabronidae;trypoxylon spec;na;0;2;0;2;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-25;na;20.Sep.24;Ost;li;ton;6;93;2;0;0;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-4;na;20.Sep.24;Ost;li;ton;7;150;1;na;na;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-6;na;20.Sep.24;Ost;li;ton;6;116;4;na;na;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;3;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;x;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-O-9;na;20.Sep.24;Ost;li;pflanzenfasern;5;75;6;na;na;na;b;3;3;Megachilidae;pseudoanthidium nanum;pollen;na;4;3;1;0;;2;0;2;2;*;*;Megachilidae;stelis punctualitissmia;kuckucksbiene;2;2;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-10;na;20.Sep.24;Ost;li;ton;7;114;6;na;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;1;4;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-12;na;20.Sep.24;Ost;li;ton;3;24;2;na;20;na;w;na;na;Crabronidae;trypoxylon spec;na;0;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-17;na;20.Sep.24;Ost;li;ton;6;61;3;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;2;1;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-19;na;20.Sep.24;Ost;li;ton;6;60;3;na;7;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-22;na;20.Sep.24;Ost;li;ton;5;62;2;na;11;o;na;na;na;na;na;na;na;0;0;0;2;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-23;na;20.Sep.24;Ost;li;ton;7;138;7;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;1;6;0;;0;0;0;;;;;;;;;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-26;na;20.Sep.24;Ost;li;ton;6;65;2;na;46;na;w;na;na;Crabronidae;trypoxylon spec;na;0;2;0;2;0;x;0;0;0;;;;;;;;;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-27;na;20.Sep.24;Ost;li;ton;4;142;5;na;0;na;w;na;na;Crabronidae;trypoxylon spec;spinnen;3;3;1;2;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-3;na;20.Sep.24;Ost;li;ton;6;155;2;1;na;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-5;na;20.Sep.24;Ost;li;ton;7;40;1;0;na;o;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;1;0;1;1;♦;*;Sapygidae;sapyga quinquepunctata;cleptoparasit;1;1;;;;;;;;alife
;;x;he-wi-ref-sued-2-li;he-wi-ref-sued-2-li-W-78;pb;07.10.2024;Sued;li;ton;6;105;7;0;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;3;0;0;;4;0;4;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;4;7;;;;;;;;alife
;x;x;rlp-kw-afs-acker-ost-li;rlp-kw-afs-acker-ost-li-W-8;na;20.Sep.24;Ost;li;cellophan;2;62;7;na;na;na;b;na;na;Colletideae;hylaeus spec;pollen;na;0;0;0;0;;7;7;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-1;na;20.Sep.24;West;li;ton;8;54;4;na;24;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;2;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-10-1;na;20.Sep.24;West;l;mulm;5;124;1;na;na;na;b;3;G;Megachilidae;osmia brevicornis ;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-10-2;na;20.Sep.24;West;li;mulm;5;124;9;na;20;na;b;*;*;Megachilidae;osmia caerulescens;pollen;na;7;7;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
pollenreste;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-11;na;20.Sep.24;West;li;ton;6;124;2;na;0;na;na;na;na;na;na;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
pollenreste;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-12;na;20.Sep.24;West;li;ton;7;90;1;na;10;o;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
angefangene BZ;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-14;na;20.Sep.24;West;li;ton;7;30;0;0;17;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
angefangene BZ;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-16;na;20.Sep.24;West;li;na;2;72;0;0;0;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-17;na;20.Sep.24;West;li;ton;5;66;5;na;65;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;2;0;0;;3;3;0;;;;;;;;;;;;;;;;alife
pollenreste;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-18;na;20.Sep.24;West;li;ton;7;128;5;na;0;na;na;na;na;na;na;pollen;na;0;0;0;0;;5;5;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-20;na;20.Sep.24;West;li;ton;6;66;2;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-23;na;20.Sep.24;West;li;ton;10;110;8;na;15;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;7;4;3;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-24;na;20.Sep.24;West;li;ton;8;105;4;na;5;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;3;3;0;;;;;;;;;;;;;;;;alife
angefangene BZ;x;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-26;na;20.Sep.24;West;li;pflanzenfasern;5;0;0;0;0;na;na;na;na;na;na;spinnen;1;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
pollenreste tot;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-3;na;20.Sep.24;West;li;ton;6;73;1;na;0;na;na;na;na;na;na;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
unsicher (kann nicht P. nanum sein, da heller Kokon);;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-4;na;20.Sep.24;West;li;pflanzenfasern;4;110;6;na;0;na;w;na;na;Pompilidae;dipogon spec;na;na;0;0;0;0;x;6;6;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-ab-acker-ost-re;rlp-kw-afs-ab-acker-ost-re-W-14;na;20.Sep.24;Ost;re;ton;8;180;2;1;0;o;na;na;na;na;na;na;na;0;0;0;0;;2;0;1;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;2;7;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-9;na;20.Sep.24;West;li;mulm;5;115;7;na;0;na;b;*;*;Megachilidae;osmia caerulescens;pollen;na;1;0;1;0;;6;6;0;;;;;;;;;;;;;;;;alife
pollenreste;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-13;na;20.Sep.24;West;li;ton;7;95;4;na;4;o;na;na;na;na;na;pollen;na;0;0;0;0;;4;3;1;12;na;na;Psocoptera;psocoptera spec I;unbekannt;1;12;;;;;;;;dead
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-O-6;na;20.Sep.24;West;li;ton;6;53;2;0;13;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;1;0;1;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;7;;;;;;;;alife
pollenreste;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-19;na;20.Sep.24;West;li;ton;7;38;2;na;2;na;na;na;na;na;na;pollen;na;0;0;0;0;;2;0;2;4;na;na;Psocoptera;psocoptera spec I;unbekannt;2;4;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-2;na;20.Sep.24;West;li;ton;9;18;5;na;2;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;2;2;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-21;na;20.Sep.24;West;li;blatt;6;67;4;0;60;na;b;na;na;Megachilidae;megachile partim;pollen;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-22;na;20.Sep.24;West;li;blatt;8;110;6;na;14;o;b;na;na;Megachilidae;megachile partim;pollen;na;0;0;0;6;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-25;na;20.Sep.24;West;li;ton;7;48;4;na;14;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;0;1;0;;3;3;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-5-1;na;20.Sep.24;West;li;ton;8;14;1;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;0;0;0;0;;1;1;0;;;;;;;;;;;;;;;;dead
;;;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-5-2;na;20.Sep.24;West;li;ton;8;137;7;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;5;5;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-li;rlp-kw-afs-acker-west-li-W-7;na;20.Sep.24;West;li;ton;6;125;3;0;0;o;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-W-4;na;20.Sep.24;Nord;li;ton;5;130;6;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;5;5;0;0;;1;0;2;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;2;7;;;;;;;;alife
;;;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-O-4;na;20.Sep.24;West;re;mulm;4;55;6;na;30;na;b;*;*;Megachilidae;osmia caerulescens;pollen;na;1;1;0;0;;5;5;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-O-5;na;20.Sep.24;West;re;ton;6;120;5;0;3;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;3;3;0;0;;2;2;0;;;;;;;;;;;;;;;;alife
parasitierung korrekt?;x;;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-O-7;na;20.Sep.24;West;re;harz;5;45;5;0;109;o;na;na;na;na;na;pollen;na;0;0;0;0;;5;3;2;30;♦;♦;Eulophidae;melittobia acasta;parasit;2;30;;;;;;;;dead
;;x;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-O-8;na;20.Sep.24;West;re;ton;7;93;5;na;57;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;5;0;5;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-W-1;na;20.Sep.24;West;re;ton;8;53;3;na;55;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-W-3;na;20.Sep.24;West;re;ton;8;150;7;na;0;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;6;1;5;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-W-6;na;20.Sep.24;West;re;ton;6;18;1;0;45;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;1;1;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-acker-west-re;rlp-kw-afs-acker-west-re-W-9;na;20.Sep.24;West;re;ton;5;120;2;na;3;na;b;*;*;Megachilidae;osmia cornuta;na;na;2;2;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
pollenreste, verschimmelte BZ;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-10;na;20.Sep.24;Nord;li;ton;6;87;4;na;na;na;na;na;na;na;na;pollen;na;0;0;0;0;;4;4;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-13;na;20.Sep.24;Nord;li;ton;6;90;2;2;na;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;2;2;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-16;na;20.Sep.24;Nord;li;ton;11;140;7;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen kleine fliegen;na;5;4;1;0;;2;1;1;4;♦;♦;Torymidae;monodontomerus aeneus;parasit;1;4;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-22;na;20.Sep.24;Nord;li;ton;6;152;10;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;8;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-23;na;20.Sep.24;Nord;li;ton;8;195;2;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;1;0;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
Artbestimmung steht noch aus;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-24;na;20.Sep.24;Nord;li;ton;3;67;6;na;na;na;w;na;na;Crabronidae;trypoxylon spec;spinnen;10;4;1;3;0;x;2;2;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-25;na;20.Sep.24;Nord;li;ton;7;133;5;na;na;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;2;2;0;0;;3;3;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-26;na;20.Sep.24;Nord;li;ton;6;195;4;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;3;2;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-28;na;20.Sep.24;Nord;li;ton;7;66;4;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;4;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
pollenreste tot;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-3;na;20.Sep.24;Nord;li;ton;6;57;3;na;na;na;na;na;na;na;na;pollen;na;0;0;0;0;;3;3;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-30;na;20.Sep.24;Nord;li;ton;8;173;8;na;na;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;6;5;1;0;;2;2;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-ref-ost-re;rlp-kw-ref-ost-re-O-7;na;20.Sep.24;Ost;re;ton;9;119;5;0;0;z;b;*;*;Megachilidae;osmia cornuta;pollen;na;0;0;0;0;;5;4;1;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;7;;;;;;;;dead
;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-38;na;20.Sep.24;Nord;li;na;3;0;0;0;na;na;na;na;na;na;na;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-41;na;20.Sep.24;Nord;li;ton;8;87;5;na;na;na;b;*;*;Megachilidae;osmia cornuta;pollen;na;4;3;1;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-ref-we-sued-li;rlp-kw-ref-we-sued-li-W-8;na;20.Sep.24;Sued;li;ton;6;165;8;na;0;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;7;7;0;0;;1;0;1;7;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;7;;;;;;;;alife
;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-7;na;20.Sep.24;Nord;li;na;3;na;0;0;0;na;s;na;na;Arachnidae;arachnidae spec;na;na;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-O-8;na;20.Sep.24;Nord;li;ton;3;137;11;na;na;na;w;na;na;Crabronidae;trypoxylon spec;spinnen;26;2;0;2;0;;9;9;0;;;;;;;;;;;;;;;;alife
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-W-1;na;20.Sep.24;Nord;li;ton;8;90;4;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;4;2;2;0;;0;0;0;;;;;;;;;;;;;;;;alife
;;;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-W-11;na;20.Sep.24;Nord;li;ton;5;115;9;na;0;o;na;na;na;na;na;na;na;0;0;0;9;;0;0;0;;;;;;;;;;;;;;;;dead
;;x;rlp-kw-afs-br-nord-li;rlp-kw-afs-br-nord-li-W-12;na;20.Sep.24;Nord;li;ton;9;175;10;na;na;na;b;*;*;Megachilidae;osmia bicornis;pollen;na;9;5;4;0;;1;1;0;;;;;;;;;;;;;;;;alife
;;x;he-wi-afs-acker-sued-re ;he-wi-afs-acker-sued-re-W-6;lh;07.10.2024;Sued;re;ton;8;60;4;1;0;z;b;*;*;Megachilidae;osmia bicornis;pollen;na;2;1;1;0;;2;1;1;8;♦;♦;Drosophilidae;cacoxenus indagator;cleptoparasit;1;8;;;;;;;;alife
